"ID","Cluster"
"1","1"
"2","1"
"3","1"
"4","1"
"5","1"
"6","1"
"7","1"
"8","1"
"9","1"
"10","1"
"11","1"
"12","1"
"13","1"
"14","1"
"15","1"
"16","1"
"17","1"
"18","1"
"19","1"
"20","1"
"21","1"
"22","1"
"23","1"
"24","1"
"25","1"
"26","1"
"27","1"
"28","1"
"29","1"
"30","1"
"31","1"
"32","1"
"33","1"
"34","1"
"35","1"
"36","1"
"37","1"
"38","1"
"39","1"
"40","1"
"41","1"
"42","1"
"43","1"
"44","1"
"45","1"
"46","1"
"47","1"
"48","1"
"49","1"
"50","1"
"51","1"
"52","1"
"53","1"
"54","1"
"55","1"
"56","1"
"57","1"
"58","1"
"59","1"
"60","1"
"61","1"
"62","1"
"63","1"
"64","1"
"65","1"
"66","1"
"67","1"
"68","1"
"69","1"
"70","1"
"71","1"
"72","1"
"73","1"
"74","1"
"75","1"
"76","1"
"77","1"
"78","1"
"79","1"
"80","1"
"81","1"
"82","1"
"83","1"
"84","1"
"85","1"
"86","1"
"87","1"
"88","1"
"89","1"
"90","1"
"91","1"
"92","1"
"93","1"
"94","1"
"95","2"
"96","2"
"97","2"
"98","1"
"99","1"
"100","1"
"101","1"
"102","1"
"103","2"
"104","1"
"105","1"
"106","2"
"107","2"
"108","1"
"109","1"
"110","1"
"111","1"
"112","1"
"113","1"
"114","1"
"115","2"
"116","1"
"117","1"
"118","1"
"119","1"
"120","1"
"121","1"
"122","1"
"123","2"
"124","1"
"125","1"
"126","1"
"127","2"
"128","2"
"129","1"
"130","1"
"131","1"
"132","1"
"133","1"
"134","1"
"135","2"
"136","1"
"137","1"
"138","2"
"139","1"
"140","1"
"141","1"
"142","1"
"143","1"
"144","1"
"145","1"
"146","1"
"147","2"
"148","1"
"149","1"
"150","1"
"151","1"
"152","1"
"153","2"
"154","1"
"155","1"
"156","1"
"157","1"
"158","1"
"159","2"
"160","1"
"161","1"
"162","2"
"163","1"
"164","1"
"165","2"
"166","1"
"167","1"
"168","1"
"169","1"
"170","1"
"171","1"
"172","2"
"173","1"
"174","1"
"175","1"
"176","1"
"177","1"
"178","1"
"179","2"
"180","1"
"181","2"
"182","2"
"183","1"
"184","1"
"185","1"
"186","1"
"187","1"
"188","1"
"189","1"
"190","3"
"191","3"
"192","3"
"193","3"
"194","3"
"195","3"
"196","3"
"197","3"
"198","3"
"199","3"
"200","1"
"201","3"
"202","3"
"203","3"
"204","2"
"205","3"
"206","3"
"207","1"
"208","3"
"209","3"
"210","3"
"211","1"
"212","3"
"213","3"
"214","1"
"215","3"
"216","3"
"217","3"
"218","3"
"219","1"
"220","3"
"221","3"
"222","3"
"223","3"
"224","3"
"225","3"
"226","3"
"227","3"
"228","3"
"229","3"
"230","3"
"231","3"
"232","3"
"233","3"
"234","3"
"235","1"
"236","3"
"237","3"
"238","3"
"239","3"
"240","3"
"241","3"
"242","3"
"243","3"
"244","3"
"245","3"
"246","3"
"247","3"
"248","1"
"249","3"
"250","3"
"251","3"
"252","3"
"253","3"
"254","3"
"255","3"
"256","3"
"257","3"
"258","3"
"259","3"
"260","3"
"261","3"
"262","3"
"263","3"
"264","3"
"265","3"
"266","3"
"267","3"
"268","3"
"269","3"
"270","3"
"271","3"
"272","3"
"273","3"
"274","3"
"275","3"
"276","3"
"277","3"
"278","3"
"279","3"
"280","3"
"281","3"
"282","3"
"283","3"
"284","3"
"285","3"
"286","3"
"287","2"
"288","2"
"289","2"
"290","2"
"291","2"
"292","2"
"293","2"
"294","2"
"295","2"
"296","2"
"297","2"
"298","2"
"299","2"
"300","2"
"301","2"
"302","2"
"303","2"
"304","2"
"305","2"
"306","2"
"307","3"
"308","2"
"309","2"
"310","2"
"311","2"
"312","2"
"313","2"
"314","2"
"315","2"
"316","2"
"317","2"
"318","3"
"319","2"
"320","2"
"321","2"
"322","2"
"323","2"
"324","2"
"325","3"
"326","2"
"327","2"
"328","2"
"329","2"
"330","2"
"331","2"
"332","2"
"333","2"
"334","2"
"335","2"
"336","2"
"337","2"
"338","2"
"339","2"
"340","2"
"341","2"
"342","2"
"343","2"
"344","2"
"345","2"
"346","2"
"347","2"
"348","2"
"349","2"
"350","2"
"351","2"
"352","2"
"353","2"
"354","2"
"355","2"
"356","2"
"357","2"
"358","2"
"359","2"
"360","2"
"361","2"
"362","2"
"363","2"
"364","2"
"365","2"
"366","2"
"367","2"
"368","2"
"369","2"
"370","2"
"371","2"
"372","2"
"373","2"
"374","2"
"375","2"
"376","2"
"377","2"
"378","2"
"379","2"
"380","2"
"381","2"
"382","2"
"383","2"
"384","2"
"385","2"
"386","2"
"387","2"
"388","1"
"389","3"
"390","2"
"391","2"
"392","2"
"393","2"
"394","2"
"395","2"
"396","2"
"397","2"
"398","2"
"399","2"
"400","2"
