"ID","Cluster"
"1","1"
"2","2"
"3","2"
"4","2"
"5","1"
"6","2"
"7","2"
"8","1"
"9","1"
"10","2"
"11","2"
"12","2"
"13","2"
"14","1"
"15","2"
"16","2"
"17","2"
"18","2"
"19","1"
"20","2"
"21","2"
"22","2"
"23","1"
"24","2"
"25","2"
"26","1"
"27","1"
"28","1"
"29","2"
"30","1"
"31","2"
"32","2"
"33","2"
"34","2"
"35","2"
"36","1"
"37","1"
"38","1"
"39","1"
"40","2"
"41","2"
"42","2"
"43","1"
"44","1"
"45","1"
"46","2"
"47","2"
"48","1"
"49","1"
"50","2"
"51","1"
"52","1"
"53","1"
"54","2"
"55","2"
"56","2"
"57","1"
"58","2"
"59","2"
"60","2"
"61","2"
"62","2"
"63","1"
"64","2"
"65","1"
"66","1"
"67","2"
"68","1"
"69","2"
"70","1"
"71","1"
"72","2"
"73","2"
"74","2"
"75","2"
"76","2"
"77","2"
"78","1"
"79","2"
"80","2"
"81","1"
"82","2"
"83","2"
"84","2"
"85","2"
"86","2"
"87","2"
"88","1"
"89","2"
"90","1"
"91","2"
"92","2"
"93","2"
"94","1"
"95","2"
"96","2"
"97","1"
"98","1"
"99","1"
"100","1"
"101","2"
"102","1"
"103","1"
"104","2"
"105","1"
"106","2"
"107","2"
"108","2"
"109","2"
"110","2"
"111","2"
"112","2"
"113","2"
"114","2"
"115","2"
"116","2"
"117","1"
"118","1"
"119","2"
"120","2"
"121","2"
"122","2"
"123","1"
"124","1"
"125","2"
"126","2"
"127","1"
"128","1"
"129","1"
"130","1"
"131","2"
"132","2"
"133","2"
"134","1"
"135","1"
"136","2"
"137","2"
"138","2"
"139","2"
"140","2"
"141","2"
"142","2"
"143","2"
"144","1"
"145","2"
"146","2"
"147","2"
"148","2"
"149","1"
"150","2"
"151","1"
"152","2"
"153","2"
"154","2"
"155","2"
"156","2"
"157","2"
"158","2"
"159","1"
"160","2"
"161","1"
"162","1"
"163","1"
"164","2"
"165","2"
"166","2"
"167","2"
"168","2"
"169","2"
"170","2"
"171","1"
"172","1"
"173","1"
"174","2"
"175","1"
"176","2"
"177","1"
"178","1"
"179","1"
"180","2"
"181","2"
"182","2"
"183","2"
"184","2"
"185","2"
"186","2"
"187","2"
"188","1"
"189","2"
"190","2"
"191","2"
"192","2"
"193","2"
"194","1"
"195","1"
"196","2"
"197","2"
"198","1"
"199","2"
"200","1"
"201","1"
"202","2"
"203","2"
"204","2"
"205","1"
"206","1"
"207","1"
"208","2"
"209","2"
"210","1"
"211","1"
"212","2"
"213","1"
"214","2"
"215","2"
"216","2"
"217","2"
"218","2"
"219","2"
"220","2"
"221","2"
"222","2"
"223","1"
"224","1"
"225","2"
"226","2"
"227","2"
"228","1"
"229","2"
"230","1"
"231","2"
"232","2"
"233","2"
"234","1"
"235","1"
"236","2"
"237","2"
"238","2"
"239","2"
"240","1"
"241","2"
"242","1"
"243","2"
"244","1"
"245","1"
"246","1"
"247","2"
"248","2"
"249","1"
"250","1"
"251","1"
"252","1"
"253","1"
"254","2"
"255","1"
"256","2"
"257","1"
"258","2"
"259","2"
"260","1"
"261","2"
"262","2"
"263","1"
"264","2"
"265","1"
"266","1"
"267","2"
"268","1"
"269","1"
"270","1"
"271","2"
"272","1"
"273","2"
"274","1"
"275","2"
"276","2"
"277","1"
"278","1"
"279","1"
"280","2"
"281","1"
"282","1"
"283","2"
"284","2"
"285","2"
"286","2"
"287","2"
"288","2"
"289","2"
"290","2"
"291","2"
"292","1"
"293","2"
"294","1"
"295","2"
"296","1"
"297","2"
"298","1"
"299","1"
"300","1"
"301","2"
"302","1"
"303","1"
"304","1"
"305","2"
"306","1"
"307","2"
"308","1"
"309","1"
"310","1"
"311","1"
"312","2"
"313","2"
"314","2"
"315","2"
"316","2"
"317","2"
"318","2"
"319","2"
"320","2"
"321","2"
"322","2"
"323","1"
"324","2"
"325","2"
"326","2"
"327","1"
"328","1"
"329","1"
"330","1"
"331","1"
"332","1"
"333","2"
"334","2"
"335","1"
"336","1"
"337","1"
"338","2"
"339","2"
"340","1"
"341","1"
"342","1"
"343","1"
"344","1"
"345","1"
"346","2"
"347","1"
"348","1"
"349","2"
"350","1"
"351","1"
"352","1"
"353","1"
"354","2"
"355","2"
"356","1"
"357","2"
"358","1"
"359","1"
"360","1"
"361","2"
"362","2"
"363","1"
"364","1"
"365","1"
"366","1"
"367","1"
"368","1"
"369","2"
"370","1"
"371","2"
"372","1"
"373","2"
"374","2"
"375","2"
